d = 49.729267, x= 323, y= 224
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 31.384710, x= 309, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 31.384710, x= 309, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 31.384710, x= 309, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 33.120991, x= 307, y= 192
d = 32.249031, x= 308, y= 192
d = 32.249031, x= 308, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 33.120991, x= 307, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 33.120991, x= 307, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.000000, x= 306, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 35.777088, x= 304, y= 192
d = 34.885529, x= 305, y= 192
d = 34.885529, x= 305, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 35.777088, x= 304, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 36.674240, x= 303, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 36.674240, x= 303, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 38.483765, x= 301, y= 192
d = 37.576588, x= 302, y= 192
d = 37.576588, x= 302, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 38.483765, x= 301, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 38.483765, x= 301, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 39.395432, x= 300, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 41.231056, x= 298, y= 192
d = 40.311287, x= 299, y= 192
d = 40.311287, x= 299, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 42.154476, x= 297, y= 192
d = 41.231056, x= 298, y= 192
d = 41.231056, x= 298, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 42.154476, x= 297, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 43.081318, x= 296, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.011364, x= 295, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.011364, x= 295, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 44.944408, x= 294, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 46.818798, x= 292, y= 192
d = 45.880280, x= 293, y= 192
d = 45.880280, x= 293, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 46.818798, x= 292, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 46.818798, x= 292, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 48.703182, x= 290, y= 192
d = 47.759815, x= 291, y= 192
d = 47.759815, x= 291, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 48.703182, x= 290, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 49.648766, x= 289, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 49.648766, x= 289, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 85.070557, x= 255, y= 202
d = 50.596443, x= 288, y= 192
d = 50.596443, x= 288, y= 192
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 84.770279, x= 255, y= 201
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 85.070557, x= 255, y= 202
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.480766, x= 255, y= 200
d = 84.770279, x= 255, y= 201
d = 84.770279, x= 255, y= 201
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.480766, x= 255, y= 200
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.480766, x= 255, y= 200
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 84.202141, x= 255, y= 199
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 84.202141, x= 255, y= 199
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.934502, x= 255, y= 198
d = 83.677956, x= 255, y= 197
d = 83.677956, x= 255, y= 197
d = 83.934502, x= 255, y= 198
d = 83.677956, x= 255, y= 197
d = 83.677956, x= 255, y= 197
d = 83.677956, x= 255, y= 197
d = 83.677956, x= 255, y= 197
